title,year,duration,country,avg_vote,votes
The Collingswood Story,2002,80,USA,5.3,1263
Raising Genius,2004,83,USA,4.2,421
"Koda, fratello orso",2003,85,USA,6.8,94355
The Creature of the Sunny Side Up Trailer Park,2006,105,USA,4.4,142
Scemo & più scemo - Iniziò così...,2003,85,USA,3.4,36849
Il lago dei sogni,2004,99,USA,6,1526
Heaven's Pond - Prigioniera di un incubo,2003,92,USA,5.4,3748
American Girl,2002,88,USA,6,1343
Little Corey Gorey,1993,90,USA,5,129
Seabiscuit - Un mito senza tempo,2003,140,USA,7.3,65913
Shark Hunter,2001,94,USA,3.1,892
Torque - Circuiti di fuoco,2004,84,USA,4.1,26801
Hollywood Homicide,2003,116,USA,5.3,35501
The Wind,2001,90,USA,2.4,223
xXx 2: The Next Level,2005,101,USA,4.4,66509
Thirteen Erotic Ghosts,2002,71,USA,4.1,273
Bringing Rain,2003,82,USA,5.4,164
Charly,2002,103,USA,6.6,890
Corn,2004,97,USA,4.5,268
Net Games,2003,97,USA,4.3,407
Una famiglia in ostaggio,2004,95,USA,4.6,203
Global Effect,2002,92,USA,3.6,310
Little Erin Merryweather,2003,84,USA,4.6,573
Love Rome,2004,80,USA,5.5,110
Never Among Friends,2002,78,USA,5.3,181
Skin Deep,2003,89,USA,5,128
Urban Massacre,2002,90,USA,1.6,257
The Utopian Society,2003,93,USA,4.7,209
The Return of Josey Wales,1980,90,USA,4.3,137
Satan's Playground,2006,81,USA,3.3,861
Descendant,2003,86,USA,4.3,409
Where the Toys Come from,1984,58,USA,6.2,121
L'uomo di casa,2005,100,USA,5.4,22555
Justice,2003,80,USA,4.5,115
Le pagine della nostra vita,2004,123,USA,7.8,508136
Off the Map,2003,105,USA,7.2,3199
Il padre di mio figlio,2004,86,USA,4.6,3460
La mia vita a Garden State,2004,102,USA,7.4,205293
Una bionda in carriera,2003,95,USA,4.8,60267
Don't Ask Don't Tell,2002,75,USA,4.1,113
Grand Champion,2002,93,USA,4.1,673
Ladykillers,2004,104,USA,6.2,97912
La passione di Cristo,2004,127,USA,7.2,212350
Starsky & Hutch,2004,101,USA,6.1,136822
Appuntamento da sogno!,2004,96,USA,5.6,26373
If Footmen Tire You What Will Horses Do?,1971,52,USA,4.2,330
30 anni in un secondo,2004,98,USA,6.2,162285
La bottega del barbiere 2,2004,106,USA,5.7,14025
Bomb the System,2002,91,USA,6.6,979
Fidanzata in prestito,2003,100,USA,5.2,7905
Ghost Rock,2003,101,USA,3.5,438
A Hole in One,2004,97,USA,5.2,226
Keep Your Distance,2005,94,USA,5.2,1229
Last Flight Out,2004,83,USA,5.6,219
I Rugrats nella giungla,2003,80,USA,5.6,7546
Shelter Island,2003,82,USA,4,761
A Tale of Two Pizzas,2003,82,USA,5.8,147
Under One Roof,2002,76,USA,5.8,509
Tutto può succedere - Something's Gotta Give,2003,128,USA,6.7,110012
Vlad,2003,98,USA,3.3,1460
The Beat,2003,85,USA,6,148
Blind Horizon - Attacco al potere,2003,99,USA,5.6,4354
Broke Sky,2007,97,USA,6.3,201
Defiance,2002,72,USA,3.4,104
Devil's Knight,2003,100,USA,2.7,141
Se mi lasci ti cancello,2004,108,USA,8.3,889875
Grind,2003,105,USA,6,11668
La casa dei fantasmi,2003,99,USA,5,41032
Dirty Dancing 2,2004,86,USA,6,26408
Dandelion,2004,93,USA,6.8,1921
Klepto,2003,81,USA,5.5,300
The Missing,2003,137,USA,6.5,32694
Nowhere Man,2005,78,USA,3.7,204
Scatto mortale - Paparazzi,2004,84,USA,5.8,14473
Polar Express,2004,100,USA,6.6,168056
Shopgirl,2005,106,USA,6.3,23144
Diamond Zero,2005,85,USA,4.2,144
Spy Kids - Missione 3-D: Game Over,2003,84,USA,4.3,53750
Fratelli per la pelle,2003,118,USA,5.7,50580
This Thing of Ours,2003,100,USA,5.1,650
Wake,2003,90,USA,6.6,362
È arrivato Zachary,2003,85,USA,5.7,760
White Rush,2003,87,USA,4.5,301
Aquanoids,2003,90,USA,2.2,471
Baberellas,2003,80,USA,3.6,321
The Breakup Artist,2004,86,USA,4.6,230
From Justin to Kelly,2003,81,USA,2.1,24677
Girls Will Be Girls,2003,79,USA,7,1355
Gang of Roses,2003,94,USA,2.4,969
Hell - Esplode la furia,2003,98,USA,6.2,18384
Hot Club California,1999,89,USA,4,135
Issues 101,2002,90,USA,3.7,477
Mr. 3000,2004,104,USA,5.5,13718
The Mudge Boy,2003,94,USA,7.1,4200
Prison-A-Go-Go!,2003,84,USA,3.8,283
Una promessa mantenuta,2004,90,USA,4.7,428
Mail Order Bride,2003,84,USA,4.2,297
Screen Door Jesus,2003,119,USA,5.2,115
Daltry Calhoun,2005,100,USA,5.1,2242
Speed Demon,2003,80,USA,2,552
The Evil Within,2017,98,USA,5.5,2914
Strike the Tent,2005,96,USA,5.3,387
Wolves of Wall Street,2002,85,USA,2.7,603
The Work and the Story,2003,77,USA,5.7,100
The Drop,2006,88,USA,2.3,215
Exorcism,2003,98,USA,1.8,237
Happily Even After,2004,88,USA,6.4,121
Repo Jake,1990,86,USA,3.1,182
The Station Agent,2003,89,USA,7.6,66569
Stay Until Tomorrow,2004,92,USA,6.5,116
Open House,2004,95,USA,5.7,219
Runaways,2003,103,USA,5,115
The R.M.,2003,101,USA,6.1,748
Self Medicated,2005,107,USA,5.7,882
"Sex, Politics & Cocktails",2002,90,USA,4.1,203
Diventeranno famosi,2003,114,USA,6.2,5565
Cry Funny Happy,2003,92,USA,4.7,105
Dopamine,2003,79,USA,5.9,1060
Hangman's Curse,2003,106,USA,4.9,2473
Joy Road,2004,88,USA,6.2,174
Nightstalker,2002,95,USA,3.3,1091
Streets of Legend,2003,96,USA,2.5,287
This Girl's Life,2003,104,USA,5.7,2742
...E alla fine arriva Polly,2004,90,USA,6,124480
What Alice Found,2003,96,USA,6.5,944
50 volte il primo bacio,2004,99,USA,6.8,320588
The Good Shepherd - L'ombra del potere,2006,167,USA,6.7,97190
Latin Dragon,2004,101,USA,4.3,315
The Lost City,2005,144,USA,6.6,9122
Six - La corporazione,2004,104,USA,4.2,1313
Connie e Carla,2004,108,USA,6.3,7855
Open Window,2006,97,USA,6.1,974
Just Another Story,2003,100,USA,3.7,119
Inguaribili romantici,2003,107,USA,7,16773
Machine,2007,90,USA,2.7,458
Maximum Velocity,2003,93,USA,3.1,345
Experiment 14,2004,97,USA,5.5,575
SpongeBob - Il film,2004,87,USA,7.1,76845
With or Without You,2003,91,USA,4.6,117
Arizona Summer,2004,102,USA,4.7,247
Blood and Bone,2009,93,USA,6.7,30815
Boys Briefs,1999,83,USA,5.4,159
"Buon compleanno, Jack!",2004,96,USA,6,455
La maledizione di Komodo,2004,92,USA,2.8,1411
The Fate - La mano del destino,2003,93,USA,4.1,150
Forbidden,2001,84,USA,5.6,550
L.A. Twister,2004,92,USA,5.9,204
Il tesoro perduto,2003,85,USA,3.9,501
Messengers,2004,96,USA,5.5,104
The Mummy's Kiss,2003,88,USA,3.8,514
Il mio nome è Modesty,2004,78,USA,4.5,2355
"So, You've Downloaded a Demon",2007,90,USA,5.4,108
Superman Returns,2006,154,USA,6,268239
Waiting...,2005,94,USA,6.8,87658
Wasabi Tuna,2003,92,USA,3.3,188
The Door in the Floor,2004,111,USA,6.6,15040
L.A. D.J.,2004,92,USA,5,109
Chromiumblue.com,2003,100,USA,2.9,107
The Weekend It Lives,1992,71,USA,1.3,1691
"The Book of Mormon Movie, Volume 1: The Journey",2003,120,USA,3,465
Breakin' All the Rules,2004,85,USA,5.7,5801
Una ragazza per due,2002,93,USA,2.3,651
Una scatenata dozzina,2003,98,USA,5.9,92277
Die You Zombie Bastards!,2005,97,USA,4.4,660
Il colore del crimine,2006,113,USA,5.1,15263
Hood Angels,2003,86,USA,2.9,114
Squadra 49,2004,115,USA,6.5,54336
Neverland,2003,83,USA,4.9,366
Ocean's Twelve,2004,125,USA,6.5,351814
Quigley,2003,89,USA,2.4,417
Quando meno te lo aspetti,2004,119,USA,6,35049
Reflections of Evil,2002,138,USA,6.5,523
Slaughterhouse of the Rising Sun,2005,82,USA,3.7,356
Take It Out in Trade,1970,80,USA,3.7,124
Teacher's Pet,2004,73,USA,5.8,1552
Trespassing,2004,88,USA,4,1480
Ray,2004,152,USA,7.7,136097
Dead & Breakfast,2004,88,USA,5.8,5732
Happy Birthday,2002,95,USA,4.7,101
Madagascar,2005,86,USA,6.9,357718
Tweek City,2005,86,USA,4,175
A testa alta,2004,86,USA,6.3,69624
Cinderella Man - Una ragione per lottare,2005,144,USA,8,173518
Going Down,2003,84,USA,4,319
Hellborn,2003,90,USA,3.4,589
Marathon,2002,74,USA,6.3,155
Full Clip,2006,95,USA,3.2,473
BraveStarr: The Legend,1988,91,USA,6.9,1057
Il corvo - Preghiera maledetta,2005,99,USA,3,8195
Dark Woods,2003,75,USA,3.5,146
God Has a Rap Sheet,2003,118,USA,6.9,153
I Accidentally Domed Your Son,2004,90,USA,1.9,572
New Guy,2003,85,USA,5.5,297
Fighting Words,2007,89,USA,4.6,197
In campo per la vittoria,2005,101,USA,6.1,3071
The Last Year,2002,107,USA,4.4,348
Never Die Alone,2004,88,USA,5.7,5407
Killer Drag Queens on Dope,2003,83,USA,3.7,177
Nora's Hair Salon,2004,84,USA,3.7,441
Hellbent,2004,84,USA,5.5,2304
Visceral Matter,1997,48,USA,5.1,104
The Forgotten,2004,91,USA,5.8,63333
Garfield: Il film,2004,80,USA,5,77678
La neve nel cuore,2005,103,USA,6.3,59382
The Job,2003,83,USA,4.3,917
Mr. & Mrs. Smith,2005,120,USA,6.5,442126
Last Shot,2004,93,USA,5.6,4096
Red Roses and Petrol,2003,97,USA,6.9,106
La storia di Jack e Rose,2005,112,USA,6.6,10974
Sexless,2003,90,USA,6,132
RX - Strade senza ritorno,2005,89,USA,5.4,853
Anchorman - La leggenda di Ron Burgundy,2004,94,USA,7.2,324712
Adam & Evil,2004,90,USA,3.2,701
La battaglia di Shaker Heights,2003,79,USA,6,4180
The Chosen One,2007,79,USA,5.3,217
Sky Kids,2008,118,USA,6.9,3015
Dr. Rage,2005,88,USA,2.7,306
Mummy an' the Armadillo,2004,101,USA,4.7,355
Robots,2005,91,USA,6.3,130168
Shall We Dance?,2004,106,USA,6.1,42875
Shut Up and Kiss Me!,2004,101,USA,4.5,639
Ultrachrist!,2003,92,USA,4.6,274
I'll Bury You Tomorrow,2002,119,USA,5.8,257
Intentions,2003,96,USA,4.8,202
Julie and Jack,2003,90,USA,1.7,539
Swing,2003,98,USA,5.4,164
Blade: Trinity,2004,113,USA,5.9,163547
The Box,2003,99,USA,4.9,435
Dirt,2003,91,USA,6.9,150
Una casa alla fine del mondo,2004,97,USA,6.7,13089
Leather and Iron,2002,90,USA,1.4,540
My Best Friend's Birthday,1987,90,USA,5.6,3919
One last ride - L'ultima corsa,2004,88,USA,4.9,150
Pilgrim's Progress,1978,72,USA,5.7,229
Standing Still,2005,90,USA,5.7,2217
Undertow,2004,108,USA,6.6,8378
Affari di sangue,2006,107,USA,6.3,6051
Fahrenheit 451,2018,100,USA,4.9,16882
The woodsman - Il segreto,2004,87,USA,7.2,31754
Assisted Living,2003,78,USA,6.6,267
Death of a Dynasty,2003,92,USA,3.9,347
Delgo e il destino del mondo,2008,94,USA,4.3,2840
Una teenager alla Casa Bianca,2004,106,USA,5.1,20698
Flavors,2003,118,USA,7.2,429
Guardian of the Realm,2004,111,USA,4,264
Happy Endings,2005,128,USA,6.3,8841
Nata per vincere,2004,107,USA,5.9,26538
Duma,2005,100,USA,7.2,7693
Kottentail,2007,77,USA,3.8,220
Knots,2004,93,USA,5.6,1018
Tutte le ex del mio ragazzo,2004,107,USA,5.3,17180
Love Hollywood Style,2006,89,USA,5.1,115
Lurking in Suburbia,2006,87,USA,5.9,122
The Nest of the Cuckoo Birds,1965,81,USA,5.1,247
Palindromes,2004,100,USA,6.7,11931
Scary Movie 4,2006,83,USA,5.1,112056
Seeing Other People,2004,90,USA,5.8,2316
Spin,2003,107,USA,6.3,489
The Terminal,2004,128,USA,7.4,396732
Le avventure acquatiche di Steve Zissou,2004,119,USA,7.3,175733
The Box,2009,115,USA,5.6,87997
Chrystal,2004,106,USA,6.6,1520
Dorm Daze - Un college di svitati,2003,96,USA,4.6,7574
Criminal,2004,87,USA,6.4,9931
Noise,2004,84,USA,5.5,535
Death 4 Told,2004,96,USA,2.2,301
Easy Six - Gioco proibito,2003,90,USA,4.7,448
L'impiegato del mese,2004,97,USA,6.2,9356
Strike Force,2003,96,USA,5.2,356
The Malibu Beach Vampires,1991,96,USA,1.6,114
Rick,2003,100,USA,6,828
Christmas on Mars,2008,83,USA,5.4,731
Madhouse,2004,91,USA,5.5,6117
Una pazza giornata a New York,2004,91,USA,5,21435
Black Cloud,2004,97,USA,6.1,472
Più grande del cielo,2005,106,USA,5.9,1419
The Legend of Diablo,2003,85,USA,1.5,125
Dismembered,2003,90,USA,2.6,101
Down to the Bone,2004,104,USA,6.7,2113
Elephant,2003,81,USA,7.2,84470
From Other Worlds,2004,88,USA,4.8,150
Lightning Bug,2004,97,USA,6.5,1240
Lovesick,2005,93,USA,3.3,135
Lymelife,2008,95,USA,6.9,13640
King of the Corner,2004,93,USA,5.9,530
Secret Window,2004,96,USA,6.6,178782
The Gingerdead Man,2005,70,USA,3.5,3451
Jailbait,2004,90,USA,5.8,380
Neo Ned,2005,97,USA,7.1,1548
"Picture of Dorian Gray, the - Il ritratto del male",2004,90,USA,4.2,513
The Unknown,2005,85,USA,3.4,1017
Palle al balzo - Dodgeball,2004,92,USA,6.7,225525
Unearthed,2004,126,USA,2.5,203
Whirlygirl,2006,99,USA,5.7,1260
2BPerfectlyHonest,2004,88,USA,4.5,219
Art School Confidential - I segreti della scuola d'arte,2006,102,USA,6.3,16512
Ben & Arthur,2002,85,USA,2.3,7513
Boricua,2004,100,USA,5.5,120
Everyday People,2004,91,USA,6.4,1122
Gioco d'incontri,2005,95,USA,5,174
A Dirty Shame,2004,89,USA,5.1,12098
Fire Over Afghanistan,2003,92,USA,2.7,444
GhostWatcher,2002,94,USA,4,585
Hair High,2004,78,USA,6.8,848
Kill the Poor,2003,85,USA,5.1,197
Marie e Bruce - Finchè divorzio non vi separi,2004,90,USA,4.6,1117
Monster Man,2003,95,USA,5.7,4364
The Passing,1983,96,USA,5.1,167
Ding-a-ling-Less,2001,81,USA,5.4,118
Rectuma,2003,95,USA,4.5,222
Soccer Dog: European Cup,2004,88,USA,2.9,495
Uncle P,2007,88,USA,3.4,477
La preda perfetta,2014,114,USA,6.5,110683
The Watermelon Heist,2003,88,USA,3.2,100
Westender,2003,105,USA,4.3,286
Winter Solstice,2004,90,USA,6.1,1313
SDF - Street Dance Fighters,2004,95,USA,3.9,25698
Zero Day,2002,92,USA,7.2,3963
Deadly Stingers,2003,73,USA,4.3,174
Fighting Tommy Riley,2004,109,USA,6.5,772
Fish Without a Bicycle,2003,97,USA,3.8,232
Breaking Dawn,2004,87,USA,5.6,1511
Dead scared - Iniziazione mortale,2004,87,USA,5.5,1664
Lethal,2005,90,USA,2.5,363
Meet Market,2004,78,USA,3.6,533
Pride and Prejudice,2003,104,USA,5.1,2404
Shortbus - Dove tutto è permesso,2006,101,USA,6.4,31577
Soul plane - Pazzi in aeroplano,2004,86,USA,4.5,21418
Il calamaro e la balena,2005,81,USA,7.3,76666
Straight-Jacket,2004,96,USA,6.6,767
Target,2004,84,USA,2.9,561
13 Dead Men,2003,85,USA,2,422
La casa dei massacri,2004,95,USA,5.3,7684
After the Sunset,2004,97,USA,6.3,44097
City Dragon,1995,98,USA,3.7,162
D.E.B.S. - Spie in minigonna,2004,91,USA,5.3,14608
Deuce Bigalow - Puttano in saldo,2005,83,USA,4.7,47896
How to Get the Man's Foot Outta Your Ass,2003,109,USA,7.3,4681
Ghost of the Needle,2003,86,USA,4.6,284
Indiana Jones e il regno del teschio di cristallo,2008,122,USA,6.1,417120
The M.O. Of M.I.,2002,90,USA,5,168
The Manchurian Candidate,2004,129,USA,6.6,102113
A Miami Tail,2003,84,USA,3.3,174
November,2004,73,USA,5.5,2981
Romance & Cigarettes,2005,105,USA,6.3,11341
The Room,2003,99,USA,3.7,80248
Season of the Hunted,2003,96,USA,3,330
Shiner,2004,89,USA,3.2,299
This Is Not a Film,2003,88,USA,5.7,288
3-Way,2004,88,USA,4.7,1387
Virgin,2003,114,USA,5.6,518
Echoes of Innocence,2005,118,USA,5.2,211
The Village,2004,108,USA,6.5,238570
50 Ways to Leave Your Lover,2004,95,USA,5.8,1002
Acne,2000,65,USA,3.9,123
Le avventure della piccola Ociee Nash,2003,87,USA,5.6,296
Crab Orchard,2005,90,USA,4.4,120
Elizabethtown,2005,123,USA,6.4,66652
Il magnifico straniero,1966,93,USA,6.8,116
Il mistero dei Templari,2004,131,USA,6.9,299339
Principe azzurro cercasi,2004,113,USA,5.8,72487
Sleepover,2004,89,USA,5.4,15180
Killer Diller,2004,95,USA,6.7,378
Boys Life 4: Four Play,2003,83,USA,6,199
Collateral,2004,120,USA,7.5,352788
Dick & Jane - Operazione furto,2005,90,USA,6.2,132575
Jurassic World,2015,124,USA,7,569512
Una canzone per Bobby Long,2004,119,USA,7.1,24821
Shallow ground - Misteri sepolti,2004,97,USA,4.9,4387
Strangers with Candy,2005,97,USA,6,7788
Ultraviolet,2006,88,USA,4.4,78768
The Yellow Sign,2001,47,USA,6,149
Nine Lives,2004,74,USA,5.3,362
Shooting Livien,2005,90,USA,5.3,259
Spanglish - Quando in famiglia sono in troppi a parlare,2004,131,USA,6.4,77478
Stay - Nel labirinto della mente,2005,99,USA,6.8,73454
Tales from Beyond,2004,115,USA,4.6,115
Chicken Little - Amici per le penne,2005,81,USA,5.7,84176
Forbidden Warrior,2005,91,USA,3.5,610
Games People Play,2004,97,USA,3.9,193
The Zodiac,2005,92,USA,5.4,6924
Near Death,2004,95,USA,2.2,250
The Ride,2003,90,USA,6.6,155
The Devil's Muse,2007,99,USA,3.9,285
Adam & Steve,2005,99,USA,5.9,2953
Clipping Adam,2004,90,USA,6.1,187
Indovina chi,2005,105,USA,5.9,39782
Dinotopia: Quest for the Ruby Sunstone,2005,75,USA,5.4,383
House of D,2004,97,USA,6.9,8834
Iowa,2005,104,USA,5,360
Lana's Rain,2002,107,USA,6.4,169
Last Goodbye,2004,95,USA,5.3,220
Sex Sells: The Making of 'Touché',2005,96,USA,4.8,418
Alien Sex Party,2003,87,USA,4.1,161
The Animation Show,2003,94,USA,7.5,509
Company K,2004,102,USA,5.3,279
Dead Clowns,2004,95,USA,2.2,476
Paperino show,1960,80,USA,7,186
Eating Out,2004,90,USA,5.8,5853
Flesh for the Beast,2003,89,USA,3.4,1135
Holla,2006,86,USA,3.4,197
The Janitor,2003,93,USA,5.7,413
Viaggio al centro della Terra,2008,93,USA,5.8,111377
Mind the Gap,2004,134,USA,7,844
Red Is the Color of,2007,87,USA,4.9,232
Saints and Soldiers,2003,90,USA,6.7,19789
Detective a 2 ruote,2005,95,USA,4.3,5400
Kiss Kiss Bang Bang,2005,103,USA,7.5,211456
Halloween - The Beginning,2007,109,USA,6.1,107123
Rampage: The Hillside Strangler Murders,2006,85,USA,4.3,764
Open Water,2003,79,USA,5.7,50370
Replica,2005,66,USA,1.5,250
Searching for Bobby D,2005,105,USA,4.6,131
The Eliminator,2004,90,USA,3.6,479
America Brown,2004,88,USA,5.5,278
Vita da strega,2005,102,USA,4.8,67997
Lenny the Wonder Dog,2005,84,USA,3.3,302
Home Sick,2007,89,USA,4.8,560
Napoleon Dynamite,2004,96,USA,6.9,194951
On the One,2005,103,USA,5.4,173
Remedy,2005,82,USA,4.2,217
Bobby Jones - Il genio del golf,2004,120,USA,6.7,3684
Tony 'n' Tina's Wedding,2004,110,USA,4,251
Until the Night,2004,87,USA,5.2,327
The Deep Below,2007,85,USA,4,130
"Gone, But Not Forgotten",2003,94,USA,5.6,1899
"Fratelli, amori e tanti guai",2006,96,USA,5.8,6760
Adolescenza inquieta,2004,83,USA,5.4,1623
"Striscia, una zebra alla riscossa",2005,102,USA,5.2,15722
Un allenatore in palla,2005,86,USA,5.2,12248
Doppia ipotesi per un delitto,2005,93,USA,5.8,3684
Cruel Divana,2003,88,USA,6.3,884
Guy in Row Five,2005,97,USA,6.8,100
Lo strangolatore,2004,98,USA,5.3,1741
Lady Killers,2003,90,USA,3,2358
The Last Run,2004,97,USA,4.8,1214
Moving,2002,94,USA,4.4,104
Pizza,2005,80,USA,5.7,1055
Savage Water,1979,99,USA,3.4,137
Sexual Life,2004,96,USA,5.1,904
Silver City,2004,128,USA,6,3813
Anonymous,2004,82,USA,4.7,193
The Best Two Years,2004,112,USA,7.5,1422
The Californians - Il progetto,2005,87,USA,4.9,378
I'll Believe You,2006,82,USA,5.6,399
Il volo della fenice,2004,113,USA,6.1,51109
The Ghost Club,2003,85,USA,3.4,165
The Home Teachers,2004,82,USA,4.7,333
Mail Order Wife,2004,92,USA,6.3,1216
Mean Creek,2004,90,USA,7.2,30259
Proof - La prova,2005,100,USA,6.7,42614
The Ring 2,2005,110,USA,5.4,90187
A-List,2006,98,USA,5.9,1133
Be Cool,2005,118,USA,5.6,66612
Cutthroat Alley,2003,95,USA,2.7,323
Dead Birds,2004,91,USA,5.6,9707
Hazzard,2005,104,USA,5.1,74804
Erosion,2005,100,USA,4.4,185
Trappola in fondo al mare,2005,110,USA,5.9,72713
Los jornaleros,2003,88,USA,6.2,158
Kill Bill - Volume 2,2004,137,USA,8,668215
Shadow of Fear - L'ombra della paura,2004,88,USA,5.1,1428
Piggy Banks,2005,87,USA,5.3,750
Le parole non dette,2004,89,USA,7.3,24527
Star-Crossed,2003,105,USA,5.5,105
State's Evidence,2004,89,USA,6.2,661
"Tom, Tom, the Piper's Son",1969,115,USA,6.2,187
Melinda e Melinda,2004,99,USA,6.4,30674
Blackballed: The Bobby Dukes Story,2004,91,USA,6.4,1154
Outing Riley,2004,99,USA,6.4,727
Duane Incarnate,2004,83,USA,5.7,101
Easy,2003,99,USA,5.8,1608
Greendale,2003,87,USA,6.3,398
Indigo,2003,89,USA,4.9,335
Ghosts Never Sleep,2005,85,USA,4.7,151
Malibu Spring Break,2003,77,USA,2.2,398
The Seat Filler,2004,90,USA,5.5,607
Serenity,2005,119,USA,7.8,279887
Georges Bataille's Story of the Eye,2003,81,USA,3.2,161
Back in the Day,2005,103,USA,4.5,704
Bereft,2004,98,USA,5.9,352
The Cookout,2004,97,USA,3.7,2738
Home of Phobia,2004,92,USA,5.4,1503
Maplewoods,2003,87,USA,1.9,386
P.S.,2004,97,USA,6.1,5898
The Perfect Man,2005,100,USA,5.5,27925
Halloween killer,2004,100,USA,5.3,5605
Winter Passing,2005,98,USA,6.3,8071
The Drone Virus,2004,95,USA,4.5,166
Feedback,2002,88,USA,4.8,256
Kisses and Caroms,2006,81,USA,4.4,1293
On the Edge,2002,97,USA,4.3,151
Pretty Persuasion,2005,110,USA,6.5,9821
White Chicks,2004,109,USA,5.6,127968
Quel treno per Yuma,2007,122,USA,7.7,284071
The Good Humor Man,2005,112,USA,6,580
Heights,2005,93,USA,6.9,4513
Locomotive,1997,92,USA,7.1,1441
Quality of Life,2004,85,USA,6.8,302
Hair Show,2004,105,USA,5.2,5676
Boppin' at the Glue Factory,2009,82,USA,6.1,100
Dark Water,2005,105,USA,5.6,59001
The Falls,2003,85,USA,3.8,106
Mendy,2003,90,USA,5.6,117
Planetfall,2005,90,USA,2.8,115
Ratatouille,2007,111,USA,8,624762
See This Movie,2004,82,USA,5.3,490
Stealth - Arma suprema,2005,121,USA,5.1,51365
I tre marmittoni,2012,92,USA,5.1,29609
"Synecdoche, New York",2008,124,USA,7.6,79732
Zoom,2006,93,USA,4.4,18613
Love Comes to the Executioner,2006,89,USA,5.5,851
Mall Cop,2005,87,USA,5,421
Pirati dei Caraibi - La maledizione del forziere fantasma,2006,151,USA,7.3,644330
Black August,2007,116,USA,6.4,269
Police Beat,2005,80,USA,6.7,352
The Dream-Quest of Unknown Kadath,2003,100,USA,5.8,179
How Rare a Possession: The Book of Mormon,1987,64,USA,7.2,154
Nickname: Enigmista,2005,90,USA,5.8,25757
No Regrets,2004,96,USA,5.5,153
Salvare la faccia,2004,91,USA,7.4,9990
Swimmers,2005,90,USA,6.3,395
Derby in famiglia,2005,95,USA,5.6,35628
What We Do Is Secret,2007,92,USA,6.4,1765
Abby Singer,2003,79,USA,4.8,154
Ammesso,2006,93,USA,6.4,121619
Aimee Semple McPherson,2006,110,USA,4.9,122
Amityville Horror,2005,90,USA,6,103645
Dietro l'angolo,2004,85,USA,6.4,4123
The Dying Gaul,2005,92,USA,6.4,2309
How the Garcia Girls Spent Their Summer,2005,128,USA,6.2,608
Lonesome Jim,2005,91,USA,6.6,7539
In Good Company,2004,109,USA,6.4,53136
Miss F.B.I. - Infiltrata speciale,2005,115,USA,5.1,68314
Bell Witch: The Movie,2007,99,USA,3.9,159
Boo - Morire di paura,2005,94,USA,4.2,4636
Chainsaw Sally,2004,83,USA,4.6,504
Death Bed: The Bed That Eats,1977,77,USA,4.3,2110
Glory Road - Vincere cambia tutto,2006,118,USA,7.2,42333
The Godfather of Green Bay,2005,90,USA,5.6,263
L'assassino è tra di noi,2004,110,USA,5,702
Monster House,2006,91,USA,6.6,97611
Motherless Brooklyn - I segreti di una città,2019,144,USA,6.8,34759
